City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Tateyama,JP,2021-11-20 16:35:50,34.9833,139.8667,55.42,73,9,9.04
292,Bousse,BF,2021-11-20 16:35:51,12.6606,-1.8922,99.97,8,2,11.77
293,Port Hedland,AU,2021-11-20 16:30:55,-20.3167,118.5667,80.65,69,100,9.22
294,Melfi,IT,2021-11-20 16:35:52,40.9965,15.6514,54.5,68,10,2.59
295,Altay,CN,2021-11-20 16:35:52,47.8667,88.1167,5.77,57,0,6.91
296,Maridi,SS,2021-11-20 16:35:53,4.9158,29.4742,75.63,68,75,0.47
297,Porto Torres,IT,2021-11-20 16:35:54,40.835,8.3972,62.78,81,2,0.81
298,Dolinsk,RU,2021-11-20 16:35:54,47.35,142.8,24.66,78,37,6.73
299,Codrington,AU,2021-11-20 16:35:55,-38.2667,141.9667,48.69,82,2,8.37
300,Santa Rosalia,MX,2021-11-20 16:35:56,27.3167,-112.2833,74.59,31,92,1.05
301,Kinkala,CG,2021-11-20 16:35:56,-4.3614,14.7644,73.89,89,82,4.07
302,Oistins,BB,2021-11-20 16:35:57,13.0667,-59.5333,86.09,66,40,20.71
303,Broken Hill,AU,2021-11-20 16:35:57,-31.95,141.4333,55.11,94,90,20.71
304,Synya,RU,2021-11-20 16:35:58,65.3718,58.0387,22.15,91,100,10.02
305,Trofors,NO,2021-11-20 16:35:58,65.5333,13.4063,38.55,99,100,3.36
306,Tiznit,MA,2021-11-20 16:35:59,29.5833,-9.5,65.44,53,20,7.14
307,Half Moon Bay,US,2021-11-20 16:31:32,37.4636,-122.4286,58.98,92,1,3.44
308,Atbasar,KZ,2021-11-20 16:36:00,51.8,68.3333,16.57,84,100,9.98
309,Honiara,SB,2021-11-20 16:36:01,-9.4333,159.95,76.62,85,44,1.95
310,Catuday,PH,2021-11-20 16:36:01,16.2923,119.8062,80.17,70,80,3.42
311,Kapoeta,SS,2021-11-20 16:36:02,4.7717,33.5903,90.32,27,58,11.9
312,Provideniya,RU,2021-11-20 16:36:03,64.3833,-173.3,9.0,58,12,4.29
313,Kiama,AU,2021-11-20 16:36:03,-34.6833,150.8667,60.39,95,100,1.01
314,Belyy Yar,RU,2021-11-20 16:36:05,53.6039,91.3903,19.29,72,0,8.95
315,Teeli,RU,2021-11-20 16:37:05,51.0333,90.2333,3.9,64,74,0.83
316,Samarai,PG,2021-11-20 16:37:06,-10.6167,150.6667,80.76,81,61,11.03
317,Riyadh,SA,2021-11-20 16:32:20,24.6877,46.7219,77.14,28,14,15.95
318,Antigonish,CA,2021-11-20 16:32:19,45.6169,-61.9986,40.14,85,85,3.0
319,Ribeira Grande,PT,2021-11-20 16:37:07,38.5167,-28.7,64.8,82,75,28.77
320,Leiyang,CN,2021-11-20 16:37:08,26.4024,112.8591,60.44,95,97,6.02
321,Buchanan,LR,2021-11-20 16:37:08,5.8808,-10.0467,87.76,81,62,9.69
322,Abu Samrah,SY,2021-11-20 16:37:09,35.3029,37.1841,54.0,82,82,12.68
323,Ciro Marina,IT,2021-11-20 16:37:09,39.3732,17.126,60.67,71,19,7.92
324,Hualmay,PE,2021-11-20 16:37:10,-11.0964,-77.6139,70.5,71,77,11.52
325,Palauig,PH,2021-11-20 16:37:10,15.435,119.9045,80.87,73,99,2.66
326,Aykhal,RU,2021-11-20 16:37:11,66.0,111.5,-21.96,100,93,4.88
327,Sampit,ID,2021-11-20 16:37:11,-2.5333,112.95,74.61,98,99,0.49
328,Lermontovka,RU,2021-11-20 16:37:12,47.1453,134.3383,18.73,97,98,0.81
329,Isangel,VU,2021-11-20 16:37:13,-19.55,169.2667,73.8,80,91,2.66
330,Novobiryusinskiy,RU,2021-11-20 16:37:13,56.9578,97.7076,9.32,94,100,6.11
331,Peyima,SL,2021-11-20 16:37:14,8.7,-11.0333,86.31,45,44,3.36
332,Truth Or Consequences,US,2021-11-20 16:37:14,33.1284,-107.2528,55.63,28,1,0.0
333,Yar-Sale,RU,2021-11-20 16:37:15,66.8333,70.8333,6.06,94,100,18.57
334,Mitu,CO,2021-11-20 16:37:15,1.1983,-70.1733,77.36,95,97,4.14
335,Sur,OM,2021-11-20 16:37:16,22.5667,59.5289,75.33,56,0,7.58
336,Nishihara,JP,2021-11-20 16:37:16,26.1842,127.7558,74.48,73,75,10.36
337,Bonthe,SL,2021-11-20 16:37:17,7.5264,-12.505,84.9,71,19,10.27
338,Lagoa,PT,2021-11-20 16:37:18,39.05,-27.9833,65.07,77,99,25.39
339,Kushiro,JP,2021-11-20 16:37:18,42.975,144.3747,36.54,74,89,3.0
340,Sao Filipe,CV,2021-11-20 16:37:19,14.8961,-24.4956,78.94,77,88,5.39
341,Lucapa,AO,2021-11-20 16:37:19,-8.4192,20.7447,66.74,94,81,1.7
342,Noumea,NC,2021-11-20 16:37:20,-22.2763,166.4572,75.99,99,65,8.01
343,Batagay-Alyta,RU,2021-11-20 16:37:20,67.8006,130.4114,-21.21,97,68,4.16
344,Buta,CD,2021-11-20 16:37:21,2.7858,24.73,72.45,89,92,2.1
345,Mataram,ID,2021-11-20 16:37:21,-8.5833,116.1167,76.01,84,100,3.13
346,Hamilton,US,2021-11-20 16:36:37,39.1834,-84.5333,47.98,57,75,1.99
347,Narsaq,GL,2021-11-20 16:37:22,60.9167,-46.05,35.82,99,100,4.0
348,Rocha,UY,2021-11-20 16:37:23,-34.4833,-54.3333,80.96,32,13,9.19
349,Ratnagiri,IN,2021-11-20 16:37:24,16.9833,73.3,80.04,82,100,2.91
350,Boli,CN,2021-11-20 16:37:25,45.7667,130.5167,18.52,96,14,1.83
351,Sapa,PH,2021-11-20 16:37:25,5.1544,120.3241,80.87,81,65,1.9
352,Witu,KE,2021-11-20 16:37:26,-2.3889,40.4382,82.56,81,78,7.72
353,Westport,US,2021-11-20 16:37:02,41.1415,-73.3579,47.25,48,1,4.0
354,Napoleon,US,2021-11-20 16:37:27,41.3923,-84.1252,42.37,51,100,12.48
355,Barra Do Garcas,BR,2021-11-20 16:37:28,-15.89,-52.2567,81.52,74,97,6.87
356,Bafra,TR,2021-11-20 16:37:28,41.5678,35.9069,53.82,76,82,3.2
357,Placido De Castro,BR,2021-11-20 16:37:29,-10.3353,-67.1856,81.28,78,99,4.63
358,Nome,US,2021-11-20 16:38:30,64.5011,-165.4064,0.16,60,1,3.44
359,Mana,GF,2021-11-20 16:38:30,5.6592,-53.7767,85.62,66,23,8.97
360,Husavik,IS,2021-11-20 16:38:31,66.0449,-17.3389,21.11,78,99,13.42
361,Hambantota,LK,2021-11-20 16:38:31,6.1241,81.1185,78.21,72,76,14.52
362,Sao Francisco,BR,2021-11-20 16:38:32,-15.9486,-44.8644,82.72,64,94,3.11
363,Shipitsyno,RU,2021-11-20 16:38:33,61.2806,46.5208,24.06,99,100,2.75
364,Omboue,GA,2021-11-20 16:38:34,-1.5746,9.2618,77.41,87,93,7.25
365,Itaperucu,BR,2021-11-20 16:38:34,-25.22,-49.3478,69.21,98,97,3.38
366,Gunnedah,AU,2021-11-20 16:38:35,-30.9833,150.25,64.02,97,100,1.01
367,Matagami,CA,2021-11-20 16:38:35,49.7502,-77.6328,30.31,74,90,11.5
368,Taoudenni,ML,2021-11-20 16:38:36,22.6783,-3.9836,87.89,21,99,9.84
369,Waipawa,NZ,2021-11-20 16:38:36,-41.4122,175.5153,56.44,82,56,7.07
370,Lalibela,ET,2021-11-20 16:38:37,12.0333,39.0333,62.53,41,88,8.41
371,Pozo Colorado,PY,2021-11-20 16:38:38,-23.4923,-58.7972,91.87,23,0,3.67
372,Saint-Joseph,RE,2021-11-20 16:38:38,-21.3667,55.6167,75.58,78,30,5.14
373,Srednekolymsk,RU,2021-11-20 16:38:01,67.45,153.6833,-18.22,100,72,5.3
374,Pringsewu,ID,2021-11-20 16:38:40,-5.3582,104.9744,75.61,88,99,1.63
375,Duzce,TR,2021-11-20 16:38:40,40.8389,31.1639,46.31,89,92,0.58
376,Masingbi,SL,2021-11-20 16:38:41,8.7833,-11.95,86.59,61,60,4.23
377,Qasigiannguit,GL,2021-11-20 16:38:42,68.8193,-51.1922,26.85,87,100,0.4
378,Iranshahr,IR,2021-11-20 16:38:42,27.2025,60.6848,62.94,19,0,0.0
379,Keningau,MY,2021-11-20 16:38:43,5.3378,116.1602,75.65,98,100,1.28
380,Flin Flon,CA,2021-11-20 16:38:43,54.7682,-101.865,22.84,74,90,10.36
381,Mamallapuram,IN,2021-11-20 16:38:44,12.6264,80.1722,82.45,84,38,7.9
382,Rundu,NA,2021-11-20 16:38:44,-17.9333,19.7667,80.76,46,45,13.49
383,Kurumkan,RU,2021-11-20 16:38:45,54.3,110.3,5.11,89,100,2.84
384,Birjand,IR,2021-11-20 16:38:46,32.8663,59.2211,41.47,33,0,4.61
385,Bouca,CF,2021-11-20 16:38:46,6.5105,18.2733,82.94,47,92,2.93
386,Fonte Boa,BR,2021-11-20 16:38:46,-2.4959,-66.2662,73.65,99,100,0.74
387,West Bay,KY,2021-11-20 16:38:47,19.3667,-81.4167,86.07,75,20,4.0
388,Wagar,SD,2021-11-20 16:38:47,16.1525,36.2032,85.6,14,0,13.44
389,Palo Alto,US,2021-11-20 16:35:40,37.4419,-122.143,59.61,86,20,1.99
390,Portobelo,PA,2021-11-20 16:38:48,9.55,-79.65,86.61,77,87,5.99
391,Aksarka,RU,2021-11-20 16:38:49,66.5606,67.7975,9.95,95,100,9.91
392,Gotsu,JP,2021-11-20 16:38:49,35.0,132.2167,54.34,77,1,6.13
393,Najran,SA,2021-11-20 16:38:50,17.4924,44.1277,83.05,47,0,6.85
394,La Rioja,ES,2021-11-20 16:38:12,42.25,-2.5,48.04,80,100,1.19
395,Gwadar,PK,2021-11-20 16:38:51,25.1216,62.3254,74.95,36,0,3.36
396,Soyo,AO,2021-11-20 16:38:51,-6.1349,12.3689,82.45,80,85,8.43
397,Axim,GH,2021-11-20 16:38:52,4.8699,-2.2405,83.43,75,52,9.82
398,Ossora,RU,2021-11-20 16:38:52,59.2353,163.0719,29.03,73,100,15.64
399,Poya,NC,2021-11-20 16:38:53,-21.35,165.15,71.78,84,49,2.01
400,Bocaiuva,BR,2021-11-20 16:38:53,-17.1078,-43.815,73.11,94,100,2.53
401,Taltal,CL,2021-11-20 16:38:54,-25.4,-70.4833,66.47,64,60,5.79
402,Moose Factory,CA,2021-11-20 16:38:55,51.2585,-80.6094,32.0,93,75,10.36
403,Payo,ID,2021-11-20 16:39:56,-3.7508,103.6372,74.1,94,90,1.92
404,Bari,IT,2021-11-20 16:39:56,41.1177,16.8512,61.07,88,0,1.99
405,Saint George,US,2021-11-20 16:39:57,37.1041,-113.5841,59.34,49,1,0.0
406,Shaowu,CN,2021-11-20 16:39:57,27.3409,117.4831,63.43,86,88,0.85
407,Nantucket,US,2021-11-20 16:39:57,41.2835,-70.0995,48.02,61,1,5.75
408,Ca Mau,VN,2021-11-20 16:39:58,9.1769,105.15,75.65,94,100,4.21
409,Catia La Mar,VE,2021-11-20 16:39:40,10.6038,-67.0303,80.8,74,40,5.75
410,Farroupilha,BR,2021-11-20 16:39:59,-29.225,-51.3478,77.86,38,0,7.0
411,Aksu,CN,2021-11-20 16:39:55,41.1231,80.2644,30.36,46,0,3.94
412,Svetlaya,RU,2021-11-20 16:40:00,46.5389,138.3297,32.32,61,100,4.79
413,Grenville,GD,2021-11-20 16:40:01,12.1167,-61.6167,86.05,68,46,13.18
414,Mandali,IQ,2021-11-20 16:40:01,33.7499,45.5541,67.35,20,90,3.94
415,Mackay,AU,2021-11-20 16:35:20,-21.15,149.2,67.05,88,40,5.75
416,Magadan,RU,2021-11-20 16:40:02,59.5667,150.8,18.54,74,100,14.43
417,Chernyshevskiy,RU,2021-11-20 16:40:03,63.0128,112.4714,-21.3,100,63,1.12
418,Tual,ID,2021-11-20 16:40:03,-5.6667,132.75,84.38,73,87,7.58
419,Singaraja,ID,2021-11-20 16:40:04,-8.112,115.0882,77.97,83,100,1.61
420,Balfour,ZA,2021-11-20 16:40:04,-26.6633,28.5902,59.65,69,66,9.15
421,Nakhon Phanom,TH,2021-11-20 16:40:05,17.3333,104.4167,75.54,77,64,2.19
422,Carupano,VE,2021-11-20 16:40:06,10.6678,-63.2585,83.34,69,100,12.91
423,The Valley,AI,2021-11-20 16:40:06,18.217,-63.0578,85.1,78,20,5.75
424,Odweyne,SO,2021-11-20 16:40:08,9.4092,45.064,74.32,25,30,4.09
425,San Manuel,PH,2021-11-20 16:40:08,17.0238,121.6357,73.18,89,55,3.58
426,Lompoc,US,2021-11-20 16:40:09,34.6391,-120.4579,66.13,93,20,0.0
427,Road Town,VG,2021-11-20 16:40:09,18.4167,-64.6167,86.04,70,20,9.22
428,Nexo,DK,2021-11-20 16:40:10,55.0607,15.1306,51.89,86,100,27.54
429,Novoilinsk,RU,2021-11-20 16:40:11,51.6829,108.7143,12.94,96,100,1.97
430,El Cobre,CU,2021-11-20 16:40:11,20.0489,-75.9469,85.44,62,40,4.61
431,Chapleau,CA,2021-11-20 16:40:12,47.8405,-83.4034,32.09,93,90,12.66
432,Dwarka,IN,2021-11-20 16:40:12,22.2394,68.9678,79.65,73,20,10.45
433,Qaqortoq,GL,2021-11-20 16:40:13,60.7167,-46.0333,36.1,100,100,6.31
434,Belle Fourche,US,2021-11-20 16:40:14,44.6714,-103.8522,45.34,65,93,6.64
435,Benguela,AO,2021-11-20 16:40:14,-12.5763,13.4055,78.12,77,94,7.14
436,Wenling,CN,2021-11-20 16:40:15,28.3669,121.36,59.92,86,54,4.36
437,Northam,GB,2021-11-20 16:40:15,51.0333,-4.2167,51.62,85,100,8.55
438,Thiruvananthapuram,IN,2021-11-20 16:40:16,8.4833,76.9167,82.38,74,40,3.44
439,Dalbandin,PK,2021-11-20 16:40:16,28.8947,64.4101,54.37,27,0,4.32
440,Vera Cruz,BR,2021-11-20 16:40:17,-12.6333,-41.0333,84.38,53,96,0.78
441,Oksfjord,NO,2021-11-20 16:40:17,70.2396,22.3479,31.12,88,100,13.76
442,Talaya,RU,2021-11-20 16:40:18,61.3833,152.75,-4.4,100,100,1.21
443,Alma,CA,2021-11-20 16:36:16,48.5501,-71.6491,31.21,55,70,7.4
444,Faanui,PF,2021-11-20 16:40:18,-16.4833,-151.75,80.44,77,74,20.8
445,Nhulunbuy,AU,2021-11-20 16:40:19,-12.2333,136.7667,77.61,88,59,0.0
446,Nelson Bay,AU,2021-11-20 16:40:19,-32.7167,152.15,64.09,96,100,1.01
447,Luganville,VU,2021-11-20 16:40:20,-15.5333,167.1667,75.74,85,100,4.63
448,Maningrida,AU,2021-11-20 16:40:21,-12.0667,134.2667,81.54,70,32,8.05
449,Basco,PH,2021-11-20 16:40:21,20.4487,121.9702,80.1,72,23,17.16
450,Rapid Valley,US,2021-11-20 16:41:22,44.0625,-103.1463,46.0,63,90,1.01
451,Pafos,CY,2021-11-20 16:40:29,34.7667,32.4167,64.18,52,20,4.61
452,Kandrian,PG,2021-11-20 16:41:23,-6.2167,149.55,76.64,88,100,5.59
453,George Town,MY,2021-11-20 16:40:26,5.4112,100.3354,80.53,93,20,5.01
454,Hasaki,JP,2021-11-20 16:41:24,35.7333,140.8333,46.8,61,38,6.6
455,Coquimbo,CL,2021-11-20 16:39:26,-29.9533,-71.3436,60.53,77,75,11.5
456,Vestmannaeyjar,IS,2021-11-20 16:41:25,63.4427,-20.2734,32.99,69,0,18.41
457,Cockburn Town,TC,2021-11-20 16:41:25,21.4612,-71.1419,80.49,78,97,15.55
458,Bratsk,RU,2021-11-20 16:39:13,56.1325,101.6142,0.09,89,33,5.01
459,Fruitvale,US,2021-11-20 16:41:26,39.0817,-108.4968,49.91,48,90,9.22
460,Thinadhoo,MV,2021-11-20 16:41:27,0.5333,72.9333,81.34,80,91,17.36
461,Huilong,CN,2021-11-20 16:41:27,31.8111,121.655,63.03,77,100,5.64
462,Egvekinot,RU,2021-11-20 16:41:28,66.3167,-179.1667,0.25,62,62,8.86
463,Kachug,RU,2021-11-20 16:41:28,53.9606,105.8817,6.19,93,100,4.43
464,Le Port,RE,2021-11-20 16:41:29,-20.9373,55.2919,77.0,89,41,6.04
465,Sidney,AU,2021-11-20 16:41:29,-33.8679,151.2073,60.64,94,90,3.0
466,Raga,SS,2021-11-20 16:41:30,8.4596,25.678,84.16,23,29,4.79
467,Gamboma,CG,2021-11-20 16:41:30,-1.8764,15.8644,74.21,84,97,2.06
468,Tacoronte,ES,2021-11-20 16:41:31,28.4769,-16.4102,67.17,57,20,9.22
469,Horqueta,PY,2021-11-20 16:41:31,-23.3428,-57.0597,90.86,30,0,2.21
470,Neyshabur,IR,2021-11-20 16:41:32,36.2133,58.7958,43.65,28,2,1.36
471,Borogontsy,RU,2021-11-20 16:41:33,62.6683,131.1683,-24.93,100,76,0.49
472,Meadow Lake,US,2021-11-20 16:41:33,34.8014,-106.5436,58.69,26,11,5.99
473,Inirida,CO,2021-11-20 16:41:34,3.8653,-67.9239,78.42,88,99,5.95
474,Babushkin,RU,2021-11-20 16:41:34,51.7122,105.8647,15.28,93,100,18.7
475,Sangar,RU,2021-11-20 16:41:35,63.9242,127.4739,-15.21,100,99,1.48
476,Salamiyah,SY,2021-11-20 16:41:35,35.0113,37.0532,55.15,78,78,16.78
477,Da Nang,VN,2021-11-20 16:41:13,16.0678,108.2208,76.98,88,20,2.3
478,Jumla,NP,2021-11-20 16:41:37,29.2747,82.1838,43.95,70,0,4.05
479,Marsh Harbour,BS,2021-11-20 16:41:37,26.5412,-77.0636,74.82,88,100,23.96
480,Komsomolskiy,UZ,2021-11-20 16:39:07,40.4272,71.7189,33.22,59,0,6.91
481,Wuwei,CN,2021-11-20 16:39:08,37.9281,102.6414,26.04,65,56,3.44
482,Nicoya,CR,2021-11-20 16:41:38,10.1483,-85.452,81.95,69,11,2.91
483,Locri,IT,2021-11-20 16:41:39,38.2414,16.2623,64.98,81,3,6.89
484,Saiha,IN,2021-11-20 16:41:39,22.4833,92.9667,63.1,87,2,3.22
485,Ahipara,NZ,2021-11-20 16:41:40,-35.1667,173.1667,58.3,95,61,5.59
486,Kidal,ML,2021-11-20 16:41:40,18.4411,1.4078,88.7,14,99,9.01
487,Baoshan,CN,2021-11-20 16:41:41,46.5586,131.4244,19.96,93,91,2.15
488,Manono,CD,2021-11-20 16:41:42,-7.3,27.4167,67.6,92,86,6.08
489,Akyab,MM,2021-11-20 16:41:42,20.15,92.9,78.64,70,17,10.27
490,Minab,IR,2021-11-20 16:41:43,27.1467,57.0801,67.5,42,0,2.68
491,Brigantine,US,2021-11-20 16:41:43,39.4101,-74.3646,48.4,58,1,5.75
492,College Station,US,2021-11-20 16:41:44,30.628,-96.3344,68.68,83,90,3.44
493,Atar,MR,2021-11-20 16:41:45,20.5169,-13.0499,93.6,16,100,1.36
494,Petropavlovsk-Kamchatskiy,RU,2021-11-20 16:41:46,53.0452,158.6483,34.39,93,90,33.55
495,Karsava,LV,2021-11-20 16:42:47,56.7841,27.6883,39.04,73,62,14.2
496,Bowen,AU,2021-11-20 16:42:47,-20.0167,148.2333,62.82,74,17,7.23
497,Okato,NZ,2021-11-20 16:42:48,-39.2,173.8833,54.68,81,71,9.46
498,Saint-Georges,GD,2021-11-20 16:41:40,12.0564,-61.7485,85.68,66,40,20.71
499,Beringovskiy,RU,2021-11-20 16:42:49,63.05,179.3167,-1.16,96,32,8.75
500,Coos Bay,US,2021-11-20 16:40:51,43.3665,-124.2179,43.86,100,1,0.0
501,Samana,DO,2021-11-20 16:38:00,19.2056,-69.3369,88.02,74,20,4.61
502,Alice Springs,AU,2021-11-20 16:42:50,-23.7,133.8833,74.75,50,42,12.66
503,Opuwo,NA,2021-11-20 16:42:50,-18.0607,13.84,85.8,15,12,18.9
504,Caravelas,BR,2021-11-20 16:42:51,-17.7125,-39.2481,82.4,71,100,9.1
505,Kayerkan,RU,2021-11-20 16:42:52,69.3497,87.7602,-18.44,93,21,8.32
506,Weiser,US,2021-11-20 16:42:52,44.251,-116.9693,40.6,63,18,2.3
507,Idaho Falls,US,2021-11-20 16:41:06,43.4666,-112.0341,36.16,91,90,5.01
508,Inta,RU,2021-11-20 16:42:53,66.0317,60.1659,17.38,84,100,7.94
509,Padang,ID,2021-11-20 16:42:54,-0.9492,100.3543,78.58,85,66,3.22
510,Mazara Del Vallo,IT,2021-11-20 16:42:54,37.6641,12.588,62.55,81,0,9.6
511,Yarada,IN,2021-11-20 16:42:55,17.65,83.2667,79.12,94,40,2.3
512,Severobaykalsk,RU,2021-11-20 16:42:55,55.65,109.3167,5.02,68,99,7.85
513,Acton Vale,CA,2021-11-20 16:42:56,45.6501,-72.5658,38.48,76,21,8.57
514,Rancho Palos Verdes,US,2021-11-20 16:42:57,33.7445,-118.387,59.99,90,90,3.0
515,Ambilobe,MG,2021-11-20 16:42:57,-13.2,49.05,78.35,71,88,2.42
516,Barrie,CA,2021-11-20 16:41:26,44.4001,-79.6663,40.51,71,100,10.36
517,Rockport,US,2021-11-20 16:42:58,28.0206,-97.0544,77.09,78,20,4.61
518,Padre Bernardo,BR,2021-11-20 16:42:58,-15.35,-48.5,80.47,66,99,5.01
519,Deer Lake,CA,2021-11-20 16:42:59,49.1667,-57.4316,37.26,81,75,12.66
520,Deputatskiy,RU,2021-11-20 16:42:59,69.3,139.9,-6.56,99,100,2.53
521,Tazovskiy,RU,2021-11-20 16:43:00,67.4667,78.7,-5.19,89,100,21.16
522,Ron Phibun,TH,2021-11-20 16:43:00,8.1791,99.8542,76.44,94,77,2.33
523,Agadir,MA,2021-11-20 16:41:20,30.4202,-9.5982,72.05,63,20,8.03
524,Madingou,CG,2021-11-20 16:43:01,-4.1536,13.55,75.13,90,92,3.58
525,Paracuru,BR,2021-11-20 16:43:02,-3.41,-39.0306,87.82,57,92,17.16
526,Oktyabrskiy,RU,2021-11-20 16:43:02,54.4815,53.471,29.89,94,100,17.09
527,Kassala,SD,2021-11-20 16:43:03,15.451,36.4,85.68,28,0,9.44
528,Bac Lieu,VN,2021-11-20 16:43:03,9.285,105.7244,77.49,90,100,8.1
529,Launceston,AU,2021-11-20 16:43:04,-41.45,147.1667,51.62,88,90,1.99
530,Flinders,AU,2021-11-20 16:43:04,-34.5833,150.8552,61.21,93,100,3.0
531,Vila Velha,BR,2021-11-20 16:41:32,-20.3297,-40.2925,73.35,94,75,11.5
532,Berlevag,NO,2021-11-20 16:43:05,70.8578,29.0864,30.81,73,100,27.4
533,Iralaya,HN,2021-11-20 16:43:05,15.0,-83.2333,82.49,64,97,10.94
534,Huarmey,PE,2021-11-20 16:43:06,-10.0681,-78.1522,71.51,71,83,11.99
535,Wamba,NG,2021-11-20 16:43:07,8.9333,8.6,82.89,33,70,2.3
536,Tagudin,PH,2021-11-20 16:43:07,16.9355,120.4442,77.68,75,55,3.87
537,Praya,CV,2021-11-20 16:43:08,14.9215,-23.5087,86.54,58,75,13.8
538,Iberia,US,2021-11-20 16:43:08,29.9502,-91.7507,69.96,63,1,8.05
539,Megion,RU,2021-11-20 16:43:09,61.0296,76.1136,12.22,96,100,10.89
540,Emba,KZ,2021-11-20 16:43:10,48.8264,58.1442,25.57,85,100,10.94
541,Izhma,RU,2021-11-20 16:43:10,65.0083,53.9113,25.14,92,98,9.48
542,Nizhnevartovsk,RU,2021-11-20 16:43:11,60.9344,76.5531,12.22,92,90,8.95
543,Abha,SA,2021-11-20 16:42:12,18.2164,42.5053,60.62,77,0,6.91
544,Kenai,US,2021-11-20 16:44:12,60.5544,-151.2583,13.14,84,1,6.91
545,Monrovia,LR,2021-11-20 16:44:13,6.3005,-10.7969,87.57,73,31,11.21
546,Jurado,CO,2021-11-20 16:44:13,7.1053,-77.7641,79.93,83,87,7.16
547,Paamiut,GL,2021-11-20 16:44:14,61.994,-49.6678,33.01,97,100,15.26
548,Vardo,NO,2021-11-20 16:44:15,70.3705,31.1107,32.25,76,100,27.58
549,Mwanza,TZ,2021-11-20 16:44:09,-2.5167,32.9,77.05,69,75,5.75
550,Kulebaki,RU,2021-11-20 16:44:16,55.4133,42.5325,32.27,97,100,11.86
551,Creetown,GB,2021-11-20 16:44:16,54.9015,-4.3792,48.16,80,80,13.47
552,Sluknov,CZ,2021-11-20 16:44:17,51.0037,14.4526,49.06,91,92,6.6
553,Kutum,SD,2021-11-20 16:44:17,14.2,24.6667,72.45,19,0,12.12
554,Katsuura,JP,2021-11-20 16:44:18,35.1333,140.3,55.51,75,12,7.67
555,Sakakah,SA,2021-11-20 16:44:19,29.9697,40.2064,67.57,32,13,7.25
556,Lipin Bor,RU,2021-11-20 16:44:19,60.2622,37.9763,29.7,97,100,9.19
